Customer_ID,Arrival_Time,Transaction_Type,Priority,Teller_ID,Teller_Specialization,Teller_Efficiency,Service_Time,Wait_Time,Queue_Length_At_Arrival
C03658,2025-12-06 13:15:00,Deposit,VIP,T03,General,0.9,6,0,1
C03659,2025-12-06 13:18:00,Deposit,Regular,T01,General,0.95,5,0,2
C03660,2025-12-06 13:22:00,Deposit,Regular,T03,General,0.9,4,0,2
C03661,2025-12-06 13:24:00,Utility Payment,Regular,T01,General,0.95,7,0,2
C03662,2025-12-06 13:27:00,Loan Inquiry,VIP,T03,General,0.9,18,0,2
C03663,2025-12-06 13:30:00,Deposit,Regular,T05,General,0.92,3,15,3
C03664,2025-12-06 13:33:00,Deposit,Regular,T01,General,0.95,6,0,2
C03665,2025-12-06 13:35:00,Deposit,VIP,T01,General,0.95,4,4,3
C03666,2025-12-06 13:39:00,Deposit,Regular,T03,General,0.9,4,6,3
C03667,2025-12-06 13:40:00,Deposit,Regular,T03,General,0.9,4,9,3
C03668,2025-12-06 13:42:00,Loan Inquiry,Senior,T04,Loans,0.8,20,0,3
C03669,2025-12-06 13:44:00,Utility Payment,Regular,T05,General,0.92,7,4,3
C03670,2025-12-06 13:47:00,Withdrawal,Regular,T01,General,0.95,4,0,3
C03671,2025-12-06 13:50:00,Loan Inquiry,Regular,T04,Loans,0.8,31,12,4
C03672,2025-12-06 13:52:00,Deposit,Regular,T05,General,0.92,5,3,3
C03673,2025-12-06 13:57:00,Deposit,Regular,T05,General,0.92,5,3,2
C03674,2025-12-06 14:02:00,Withdrawal,Regular,T05,General,0.92,4,3,2
C03675,2025-12-06 14:08:00,Deposit,Regular,T01,General,0.95,5,0,2
C03676,2025-12-06 14:11:00,Withdrawal,Regular,T03,General,0.9,3,0,2
C03677,2025-12-06 14:15:00,Deposit,Regular,T04,Loans,0.8,4,18,1
C03678,2025-12-06 14:20:00,Deposit,VIP,T05,General,0.92,5,0,1
C03679,2025-12-06 14:27:00,Withdrawal,Regular,T03,General,0.9,4,0,1
C03680,2025-12-06 14:32:00,Deposit,Regular,T01,General,0.95,5,0,1
C03681,2025-12-06 14:35:00,Withdrawal,Regular,T04,Loans,0.8,4,2,2
C03682,2025-12-06 14:37:00,Withdrawal,Regular,T05,General,0.92,3,0,1
C03683,2025-12-06 14:39:00,Withdrawal,Senior,T02,Accounts,0.85,4,0,2
C03684,2025-12-06 14:42:00,Utility Payment,Regular,T03,General,0.9,8,0,1
C03685,2025-12-06 14:44:00,Deposit,Regular,T01,General,0.95,5,0,1
C03686,2025-12-06 14:45:00,Deposit,Regular,T03,General,0.9,4,5,2
C03687,2025-12-06 14:46:00,Deposit,Regular,T01,General,0.95,4,3,2
C03688,2025-12-06 14:49:00,Deposit,Senior,T05,General,0.92,3,0,2
C03689,2025-12-06 14:49:00,Withdrawal,Regular,T05,General,0.92,3,3,3
C03690,2025-12-06 14:52:00,Deposit,Regular,T05,General,0.92,4,3,3
C03691,2025-12-06 14:54:00,Deposit,Regular,T01,General,0.95,5,0,1
C03692,2025-12-06 14:58:00,Withdrawal,VIP,T01,General,0.95,4,1,2
C03693,2025-12-06 15:00:00,Deposit,Senior,T05,General,0.92,5,0,1
C03694,2025-12-06 15:03:00,Withdrawal,Senior,T05,General,0.92,4,2,1
C03695,2025-12-06 15:07:00,Loan Inquiry,Regular,T01,General,0.95,23,0,1
C03696,2025-12-06 15:09:00,Deposit,Regular,T01,General,0.95,5,21,1
C03697,2025-12-06 15:14:00,Withdrawal,Regular,T01,General,0.95,3,21,1
C03698,2025-12-06 15:16:00,Loan Inquiry,VIP,T03,General,0.9,17,0,1
C03699,2025-12-06 15:17:00,Deposit,Regular,T01,General,0.95,5,21,2
C03700,2025-12-06 15:20:00,Deposit,Senior,T03,General,0.9,6,13,2
C03701,2025-12-06 15:21:00,Withdrawal,Senior,T03,General,0.9,3,18,2
C03702,2025-12-06 15:26:00,Deposit,Regular,T03,General,0.9,7,16,2
C03703,2025-12-06 15:31:00,Utility Payment,Regular,T01,General,0.95,6,12,2
C03704,2025-12-06 15:34:00,Withdrawal,Regular,T02,Accounts,0.85,2,0,2
C03705,2025-12-06 15:40:00,New Account,Regular,T01,General,0.95,34,9,2
C03706,2025-12-06 15:42:00,Withdrawal,Regular,T05,General,0.92,3,0,2
C03707,2025-12-06 15:46:00,Deposit,Regular,T05,General,0.92,4,0,2
C03708,2025-12-06 15:56:00,New Account,VIP,T05,General,0.92,32,0,1
C03709,2025-12-06 15:59:00,Deposit,Regular,T01,General,0.95,3,24,2
C03710,2025-12-06 16:01:00,Deposit,Regular,T03,General,0.9,4,0,2
C03711,2025-12-06 16:07:00,Deposit,Regular,T02,Accounts,0.85,5,0,2
C03712,2025-12-06 16:10:00,Withdrawal,Regular,T03,General,0.9,6,0,3
C03713,2025-12-06 16:11:00,Withdrawal,Regular,T05,General,0.92,5,17,4
C03714,2025-12-06 16:13:00,Utility Payment,Senior,T03,General,0.9,8,3,3
C03715,2025-12-06 16:14:00,Loan Inquiry,Regular,T03,General,0.9,14,10,3
C03716,2025-12-06 16:17:00,Withdrawal,Regular,T01,General,0.95,3,9,3
C03717,2025-12-06 16:21:00,Deposit,Regular,T05,General,0.92,5,12,3
C03718,2025-12-06 16:23:00,Withdrawal,Regular,T03,General,0.9,6,15,3
C03719,2025-12-06 16:27:00,Deposit,Regular,T01,General,0.95,4,2,3
C03720,2025-12-06 16:31:00,Utility Payment,Regular,T05,General,0.92,7,7,3
C03721,2025-12-06 16:33:00,Withdrawal,Regular,T05,General,0.92,4,12,2
C03722,2025-12-06 16:34:00,Deposit,Regular,T01,General,0.95,5,0,2
C03723,2025-12-06 16:39:00,Deposit,Regular,T01,General,0.95,6,0,2
C03724,2025-12-06 16:42:00,Withdrawal,Regular,T01,General,0.95,3,3,3
C03725,2025-12-06 16:47:00,New Account,Regular,T01,General,0.95,32,1,2
C03726,2025-12-06 16:49:00,Deposit,VIP,T03,General,0.9,6,0,1
C03727,2025-12-06 16:52:00,Deposit,Regular,T01,General,0.95,5,28,2
C03728,2025-12-06 16:56:00,Withdrawal,Regular,T03,General,0.9,3,0,1
C03729,2025-12-06 17:01:00,Utility Payment,Regular,T03,General,0.9,6,0,1
C03730,2025-12-06 17:06:00,Loan Inquiry,Regular,T04,Loans,0.8,16,0,2
C03731,2025-12-06 17:08:00,Withdrawal,Regular,T03,General,0.9,3,0,2
C03732,2025-12-06 17:11:00,Loan Inquiry,Senior,T01,General,0.95,16,14,2
C03733,2025-12-06 17:12:00,Withdrawal,Regular,T05,General,0.92,3,0,2
C03734,2025-12-06 17:13:00,Utility Payment,Regular,T03,General,0.9,9,0,3
C03735,2025-12-06 17:20:00,Withdrawal,Regular,T01,General,0.95,5,21,3
C03736,2025-12-06 17:22:00,New Account,Regular,T03,General,0.9,33,0,1
C03737,2025-12-06 17:26:00,Deposit,Regular,T01,General,0.95,5,20,2
C03738,2025-12-06 17:27:00,Loan Inquiry,Regular,T04,Loans,0.8,20,0,2
C03739,2025-12-06 17:27:00,Withdrawal,Regular,T05,General,0.92,5,0,3
C03740,2025-12-06 17:28:00,Withdrawal,Regular,T03,General,0.9,4,27,4
C03741,2025-12-06 17:31:00,Loan Inquiry,Regular,T03,General,0.9,28,28,4
C03742,2025-12-06 17:36:00,Deposit,Regular,T03,General,0.9,4,51,3
C03743,2025-12-06 17:38:00,Deposit,Regular,T03,General,0.9,3,53,3
C03744,2025-12-06 17:42:00,Withdrawal,Regular,T05,General,0.92,4,0,3
C03745,2025-12-06 17:44:00,Withdrawal,VIP,T03,General,0.9,4,50,4
C03746,2025-12-06 17:49:00,Deposit,Senior,T01,General,0.95,3,2,2
C03747,2025-12-06 17:51:00,Deposit,Regular,T05,General,0.92,5,0,2
C03748,2025-12-06 17:54:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C03749,2025-12-06 17:56:00,Deposit,Regular,T01,General,0.95,5,1,2
C03750,2025-12-06 17:57:00,Withdrawal,Regular,T01,General,0.95,3,5,2
C03751,2025-12-06 17:59:00,Withdrawal,Senior,T03,General,0.9,6,39,2
C03752,2025-12-06 18:01:00,Withdrawal,Regular,T01,General,0.95,3,4,2
C03753,2025-12-06 18:02:00,Deposit,Senior,T01,General,0.95,4,6,2
C03754,2025-12-06 18:04:00,Deposit,Regular,T05,General,0.92,5,0,2
C03755,2025-12-06 18:06:00,Withdrawal,Regular,T03,General,0.9,2,38,3
C03756,2025-12-06 18:10:00,Withdrawal,Senior,T05,General,0.92,4,0,2
C03757,2025-12-06 18:12:00,Utility Payment,Regular,T05,General,0.92,8,2,2
C03758,2025-12-06 18:15:00,Loan Inquiry,VIP,T01,General,0.95,18,0,2
C03759,2025-12-06 18:19:00,Withdrawal,Regular,T03,General,0.9,4,27,3
C03760,2025-12-06 18:20:00,Withdrawal,Regular,T01,General,0.95,3,13,3
C03761,2025-12-06 18:26:00,New Account,Regular,T05,General,0.92,36,0,2
C03762,2025-12-06 18:28:00,Utility Payment,Regular,T05,General,0.92,5,34,3
C03763,2025-12-06 18:29:00,New Account,Regular,T03,General,0.9,33,21,3
C03764,2025-12-06 18:33:00,Withdrawal,Senior,T01,General,0.95,3,3,3
C03765,2025-12-06 18:35:00,Deposit,Regular,T01,General,0.95,5,4,3
C03766,2025-12-06 18:37:00,Deposit,Regular,T05,General,0.92,4,30,3
C03767,2025-12-06 18:40:00,Deposit,Regular,T01,General,0.95,4,4,3
C03768,2025-12-06 18:42:00,Deposit,Regular,T03,General,0.9,4,41,3
C03769,2025-12-06 18:45:00,Utility Payment,Senior,T03,General,0.9,4,42,3
C03770,2025-12-06 18:50:00,Utility Payment,Regular,T01,General,0.95,5,0,2
C03771,2025-12-06 18:54:00,New Account,Regular,T02,Accounts,0.85,38,0,3
C03772,2025-12-06 18:55:00,Deposit,Senior,T03,General,0.9,4,36,3
C03773,2025-12-06 18:58:00,Deposit,Regular,T01,General,0.95,4,0,3
C03774,2025-12-06 18:59:00,Utility Payment,Regular,T01,General,0.95,8,3,4
C03775,2025-12-06 19:03:00,Deposit,Regular,T01,General,0.95,6,7,4
C03776,2025-12-06 19:06:00,Deposit,Regular,T05,General,0.92,5,5,4
C03777,2025-12-06 19:09:00,Deposit,Regular,T03,General,0.9,4,26,4
C03778,2025-12-06 19:10:00,Withdrawal,Regular,T05,General,0.92,4,6,4
C03779,2025-12-06 19:15:00,Loan Inquiry,Senior,T04,Loans,0.8,22,0,4
C03780,2025-12-06 19:17:00,Deposit,Regular,T03,General,0.9,4,22,4
C03781,2025-12-06 19:18:00,Withdrawal,Regular,T05,General,0.92,3,2,4
C03782,2025-12-06 19:21:00,Withdrawal,Senior,T01,General,0.95,2,0,4
C03783,2025-12-06 19:22:00,Loan Inquiry,Regular,T01,General,0.95,14,1,5
C03784,2025-12-06 19:25:00,Withdrawal,Regular,T05,General,0.92,3,0,4
C03785,2025-12-06 19:27:00,Deposit,Regular,T01,General,0.95,5,10,5
C03786,2025-12-06 19:30:00,Deposit,Regular,T05,General,0.92,7,0,4
C03787,2025-12-06 19:33:00,Loan Inquiry,Regular,T05,General,0.92,17,4,4
C03788,2025-12-06 19:33:00,Deposit,Regular,T01,General,0.95,4,9,4
C03789,2025-12-06 19:34:00,Deposit,Regular,T05,General,0.92,5,20,4
C03790,2025-12-06 19:36:00,Withdrawal,Senior,T05,General,0.92,3,23,4
C03791,2025-12-06 19:39:00,Withdrawal,Regular,T01,General,0.95,3,7,3
C03792,2025-12-06 19:40:00,Withdrawal,Regular,T03,General,0.9,6,3,3
C03793,2025-12-06 19:41:00,Utility Payment,Regular,T05,General,0.92,7,21,3
C03794,2025-12-06 19:44:00,Deposit,Regular,T01,General,0.95,5,5,3
C03795,2025-12-06 19:46:00,Deposit,Regular,T01,General,0.95,4,8,3
C03796,2025-12-06 19:46:00,Withdrawal,Regular,T03,General,0.9,3,3,3
C03797,2025-12-06 19:52:00,Withdrawal,Regular,T03,General,0.9,3,0,2
C03798,2025-12-06 19:53:00,Deposit,Regular,T03,General,0.9,4,2,3
C03799,2025-12-06 19:57:00,Deposit,Senior,T03,General,0.9,4,2,3
C03800,2025-12-06 20:01:00,Deposit,Regular,T05,General,0.92,7,8,2
C03801,2025-12-06 20:08:00,Deposit,Regular,T05,General,0.92,5,8,1
C03802,2025-12-06 20:11:00,Withdrawal,Regular,T03,General,0.9,4,0,1
C03803,2025-12-06 20:13:00,Withdrawal,Regular,T03,General,0.9,4,2,2
C03804,2025-12-06 20:15:00,Deposit,Regular,T03,General,0.9,4,4,2
C03805,2025-12-06 20:16:00,Deposit,Senior,T03,General,0.9,3,7,2
C03806,2025-12-06 20:19:00,Deposit,Senior,T02,Accounts,0.85,6,0,2
C03807,2025-12-06 20:22:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C03808,2025-12-06 20:23:00,Withdrawal,Regular,T02,Accounts,0.85,6,2,3
C03809,2025-12-06 20:24:00,Deposit,Regular,T01,General,0.95,5,1,3
C03810,2025-12-06 20:26:00,Deposit,Regular,T05,General,0.92,4,0,2
C03811,2025-12-06 20:27:00,Withdrawal,Regular,T01,General,0.95,4,3,3
C03812,2025-12-06 20:28:00,Deposit,Regular,T01,General,0.95,5,6,3
C03813,2025-12-06 20:29:00,Utility Payment,Regular,T01,General,0.95,6,10,3
C03814,2025-12-06 20:30:00,Withdrawal,Regular,T02,Accounts,0.85,4,1,2
C03815,2025-12-06 20:33:00,Deposit,Regular,T03,General,0.9,4,0,2
C03816,2025-12-06 20:34:00,Deposit,Regular,T03,General,0.9,6,3,3
C03817,2025-12-06 20:36:00,Loan Inquiry,Senior,T03,General,0.9,24,7,2
C03818,2025-12-06 20:39:00,Deposit,Regular,T03,General,0.9,7,28,2
C03819,2025-12-06 20:40:00,Withdrawal,Regular,T01,General,0.95,5,5,2
C03820,2025-12-06 20:46:00,Withdrawal,Regular,T05,General,0.92,4,0,2
C03821,2025-12-06 20:46:00,Deposit,Senior,T03,General,0.9,6,28,3
C03822,2025-12-06 20:51:00,Withdrawal,Regular,T01,General,0.95,4,0,1
C03823,2025-12-06 20:57:00,Deposit,VIP,T03,General,0.9,4,23,1
C03824,2025-12-06 21:00:00,Withdrawal,Regular,T03,General,0.9,3,24,1
C03825,2025-12-06 21:03:00,Utility Payment,Regular,T03,General,0.9,7,24,1
C03826,2025-12-06 21:05:00,Deposit,Regular,T03,General,0.9,6,29,1
C03827,2025-12-06 21:10:00,Deposit,Regular,T01,General,0.95,5,0,1
C03828,2025-12-06 21:13:00,Deposit,Regular,T01,General,0.95,6,2,2
C03829,2025-12-06 21:14:00,Withdrawal,Regular,T01,General,0.95,3,7,2
C03830,2025-12-06 21:16:00,Deposit,Regular,T05,General,0.92,7,0,2
C03831,2025-12-06 21:18:00,Utility Payment,Regular,T03,General,0.9,8,22,3
C03832,2025-12-06 21:18:00,Deposit,Regular,T05,General,0.92,5,5,3
C03833,2025-12-06 21:23:00,Loan Inquiry,Regular,T01,General,0.95,16,1,3
C03834,2025-12-06 21:26:00,Withdrawal,Regular,T01,General,0.95,3,14,3
C03835,2025-12-06 21:28:00,New Account,Regular,T03,General,0.9,33,20,2
C03836,2025-12-06 21:32:00,Deposit,Regular,T02,Accounts,0.85,5,0,2
C03837,2025-12-06 21:35:00,Withdrawal,Regular,T01,General,0.95,3,8,3
C03838,2025-12-06 21:37:00,Deposit,Regular,T05,General,0.92,4,0,2
C03839,2025-12-06 21:40:00,Deposit,Regular,T01,General,0.95,5,6,3
C03840,2025-12-06 21:41:00,Deposit,Regular,T03,General,0.9,6,40,2
C03841,2025-12-06 21:45:00,Utility Payment,Regular,T03,General,0.9,9,42,2
C03842,2025-12-06 21:53:00,Withdrawal,Regular,T05,General,0.92,4,0,1
C03843,2025-12-06 21:55:00,Deposit,Senior,T01,General,0.95,5,0,2
C03844,2025-12-06 21:56:00,Deposit,Regular,T05,General,0.92,7,1,3
C03845,2025-12-06 21:59:00,Deposit,Regular,T03,General,0.9,6,37,3
C03846,2025-12-06 22:02:00,Deposit,Regular,T03,General,0.9,6,40,2
C03847,2025-12-06 22:04:00,Loan Inquiry,Senior,T02,Accounts,0.85,15,0,1
C03848,2025-12-06 22:08:00,Utility Payment,VIP,T01,General,0.95,7,0,2
C03849,2025-12-06 22:10:00,Withdrawal,Regular,T03,General,0.9,4,38,3
C03850,2025-12-06 22:15:00,Loan Inquiry,Regular,T05,General,0.92,17,0,2
C03851,2025-12-06 22:17:00,Deposit,Regular,T05,General,0.92,5,15,3
C03852,2025-12-06 22:18:00,Deposit,Regular,T05,General,0.92,4,19,3
C03853,2025-12-06 22:21:00,Withdrawal,Regular,T05,General,0.92,4,20,2
C03854,2025-12-06 22:23:00,New Account,Regular,T02,Accounts,0.85,41,0,2
C03855,2025-12-06 22:25:00,Utility Payment,Regular,T01,General,0.95,6,0,3
C03856,2025-12-06 22:28:00,Loan Inquiry,Senior,T04,Loans,0.8,24,0,4
C03857,2025-12-06 22:29:00,Withdrawal,Regular,T01,General,0.95,4,2,5
C03858,2025-12-06 22:30:00,New Account,Regular,T02,Accounts,0.85,33,34,5
C03859,2025-12-06 22:33:00,Withdrawal,Regular,T01,General,0.95,4,2,5
C03860,2025-12-06 22:34:00,Withdrawal,Regular,T01,General,0.95,2,5,5
C03861,2025-12-06 22:37:00,Deposit,VIP,T01,General,0.95,5,4,5
C03862,2025-12-06 22:40:00,Deposit,Regular,T02,Accounts,0.85,5,57,5
C03863,2025-12-06 22:41:00,Withdrawal,Regular,T01,General,0.95,4,5,5
C03864,2025-12-06 22:46:00,Withdrawal,Regular,T01,General,0.95,2,4,4
C03865,2025-12-06 22:47:00,Deposit,Regular,T03,General,0.9,7,5,4
C03866,2025-12-06 22:48:00,Deposit,Regular,T03,General,0.9,4,11,4
C03867,2025-12-06 22:49:00,Utility Payment,Regular,T01,General,0.95,5,3,4
C03868,2025-12-06 22:49:00,Utility Payment,Regular,T05,General,0.92,8,0,4
C03869,2025-12-06 22:56:00,Deposit,VIP,T05,General,0.92,4,1,4
C03870,2025-12-06 22:59:00,Loan Inquiry,Regular,T04,Loans,0.8,20,0,3
C03871,2025-12-06 23:02:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C03872,2025-12-06 23:04:00,New Account,Regular,T01,General,0.95,28,1,3
C03873,2025-12-06 23:07:00,Deposit,Regular,T01,General,0.95,5,26,3
C03874,2025-12-06 23:09:00,New Account,Regular,T02,Accounts,0.85,32,33,3
C03875,2025-12-06 23:13:00,Withdrawal,Senior,T04,Loans,0.8,5,6,3
C03876,2025-12-06 23:15:00,Deposit,Regular,T01,General,0.95,4,23,3
C03877,2025-12-06 23:18:00,Deposit,Regular,T01,General,0.95,4,24,3
C03878,2025-12-06 23:19:00,Withdrawal,Regular,T03,General,0.9,4,0,3
C03879,2025-12-06 23:20:00,Withdrawal,Regular,T01,General,0.95,3,26,4
C03880,2025-12-06 23:22:00,Withdrawal,Regular,T01,General,0.95,4,27,4
C03881,2025-12-06 23:26:00,Loan Inquiry,Senior,T04,Loans,0.8,21,0,2
C03882,2025-12-06 23:26:00,Deposit,Regular,T01,General,0.95,3,27,3
C03883,2025-12-06 23:28:00,Withdrawal,Senior,T02,Accounts,0.85,5,46,3
C03884,2025-12-06 23:32:00,Withdrawal,Regular,T05,General,0.92,5,0,3
C03885,2025-12-06 23:35:00,Withdrawal,Regular,T03,General,0.9,4,0,4
C03886,2025-12-06 23:40:00,Utility Payment,Regular,T05,General,0.92,5,0,3
C03887,2025-12-06 23:44:00,Utility Payment,Regular,T03,General,0.9,8,0,4
C03888,2025-12-06 23:47:00,Deposit,Regular,T03,General,0.9,4,5,3
C03889,2025-12-06 23:49:00,Withdrawal,Regular,T01,General,0.95,4,7,3
C03890,2025-12-06 23:52:00,Withdrawal,Regular,T03,General,0.9,3,4,3
C03891,2025-12-06 23:55:00,Utility Payment,Regular,T04,Loans,0.8,9,0,3
C03892,2025-12-06 23:57:00,Withdrawal,Regular,T02,Accounts,0.85,4,22,4
C03893,2025-12-06 23:58:00,Withdrawal,Regular,T03,General,0.9,4,1,4
C03894,2025-12-06 23:59:00,Deposit,Regular,T01,General,0.95,4,1,4
C03895,2025-12-07 00:07:00,Deposit,Regular,T01,General,0.95,5,0,1
C03896,2025-12-07 00:08:00,Withdrawal,Regular,T03,General,0.9,4,0,2
C03897,2025-12-07 00:11:00,Deposit,Regular,T03,General,0.9,6,1,3
C03898,2025-12-07 00:12:00,Deposit,Regular,T03,General,0.9,4,6,2
C03899,2025-12-07 00:13:00,New Account,Senior,T02,Accounts,0.85,32,10,2
C03900,2025-12-07 00:14:00,Withdrawal,Regular,T01,General,0.95,3,0,2
C03901,2025-12-07 00:17:00,Loan Inquiry,Regular,T05,General,0.92,23,0,2
C03902,2025-12-07 00:18:00,Withdrawal,Regular,T05,General,0.92,3,22,3
C03903,2025-12-07 00:19:00,Utility Payment,Regular,T05,General,0.92,8,24,3
C03904,2025-12-07 00:21:00,Withdrawal,Senior,T01,General,0.95,3,0,3
C03905,2025-12-07 00:24:00,Deposit,Regular,T05,General,0.92,4,27,2
C03906,2025-12-07 00:26:00,Deposit,Regular,T03,General,0.9,6,0,2
C03907,2025-12-07 00:30:00,Withdrawal,Regular,T03,General,0.9,4,2,3
C03908,2025-12-07 00:32:00,Deposit,Regular,T03,General,0.9,6,4,3
C03909,2025-12-07 00:34:00,Deposit,Regular,T05,General,0.92,5,21,3
C03910,2025-12-07 00:35:00,Withdrawal,Regular,T04,Loans,0.8,5,0,3
C03911,2025-12-07 00:37:00,Withdrawal,Senior,T01,General,0.95,4,0,4
C03912,2025-12-07 00:39:00,Withdrawal,Regular,T01,General,0.95,3,2,5
C03913,2025-12-07 00:39:00,Utility Payment,Regular,T03,General,0.9,6,3,5
C03914,2025-12-07 00:40:00,New Account,Senior,T05,General,0.92,37,20,4
C03915,2025-12-07 00:41:00,Utility Payment,Regular,T01,General,0.95,6,3,4
C03916,2025-12-07 00:46:00,Deposit,Regular,T03,General,0.9,6,2,4
C03917,2025-12-07 00:49:00,Deposit,Regular,T01,General,0.95,5,1,4
C03918,2025-12-07 00:50:00,Withdrawal,Regular,T05,General,0.92,4,47,4
C03919,2025-12-07 00:56:00,Loan Inquiry,Regular,T03,General,0.9,18,0,1
C03920,2025-12-07 00:58:00,Withdrawal,VIP,T05,General,0.92,4,43,2
C03921,2025-12-07 01:00:00,Utility Payment,Regular,T05,General,0.92,7,45,2
C03922,2025-12-07 01:03:00,New Account,Regular,T01,General,0.95,24,0,2
C03923,2025-12-07 01:04:00,Deposit,Regular,T03,General,0.9,3,10,3
C03924,2025-12-07 01:06:00,Utility Payment,Regular,T05,General,0.92,5,46,3
C03925,2025-12-07 01:11:00,Utility Payment,Regular,T03,General,0.9,7,6,3
C03926,2025-12-07 01:13:00,Withdrawal,Regular,T03,General,0.9,3,11,3
C03927,2025-12-07 01:17:00,Utility Payment,Regular,T05,General,0.92,8,40,3
C03928,2025-12-07 01:18:00,Withdrawal,Regular,T03,General,0.9,6,9,3
C03929,2025-12-07 01:21:00,Loan Inquiry,Regular,T03,General,0.9,17,12,3
C03930,2025-12-07 01:22:00,Deposit,Regular,T05,General,0.92,5,43,3
C03931,2025-12-07 01:26:00,Loan Inquiry,Regular,T04,Loans,0.8,26,0,3
C03932,2025-12-07 01:27:00,Loan Inquiry,Regular,T05,General,0.92,20,43,3
C03933,2025-12-07 01:30:00,Withdrawal,Regular,T03,General,0.9,3,20,3
C03934,2025-12-07 01:32:00,New Account,Regular,T02,Accounts,0.85,32,0,3
C03935,2025-12-07 01:33:00,Loan Inquiry,Regular,T01,General,0.95,18,0,4
C03936,2025-12-07 01:35:00,Deposit,Regular,T03,General,0.9,6,18,5
C03937,2025-12-07 01:36:00,Withdrawal,Regular,T05,General,0.92,5,54,5
C03938,2025-12-07 01:38:00,Deposit,Regular,T02,Accounts,0.85,6,26,5
C03939,2025-12-07 01:40:00,Utility Payment,Regular,T01,General,0.95,7,11,5
C03940,2025-12-07 01:41:00,Withdrawal,Regular,T03,General,0.9,4,18,5
C03941,2025-12-07 01:44:00,Deposit,Regular,T01,General,0.95,5,14,5
C03942,2025-12-07 01:47:00,Deposit,Regular,T03,General,0.9,6,16,5
C03943,2025-12-07 01:49:00,Utility Payment,Regular,T05,General,0.92,5,46,5
C03944,2025-12-07 01:52:00,Withdrawal,Regular,T03,General,0.9,3,17,4
C03945,2025-12-07 01:54:00,Deposit,Regular,T05,General,0.92,5,46,4
C03946,2025-12-07 02:00:00,Withdrawal,Regular,T01,General,0.95,5,3,4
C03947,2025-12-07 02:05:00,Utility Payment,Regular,T02,Accounts,0.85,8,5,4
C03948,2025-12-07 02:09:00,Withdrawal,Regular,T01,General,0.95,3,0,3
C03949,2025-12-07 02:11:00,Deposit,VIP,T01,General,0.95,5,1,4
C03950,2025-12-07 02:13:00,Withdrawal,Regular,T05,General,0.92,3,32,3
C03951,2025-12-07 02:15:00,Deposit,Regular,T01,General,0.95,5,2,3
C03952,2025-12-07 02:19:00,Withdrawal,Regular,T03,General,0.9,3,0,2
C03953,2025-12-07 02:21:00,Loan Inquiry,Regular,T05,General,0.92,21,27,3
C03954,2025-12-07 02:27:00,Deposit,Regular,T01,General,0.95,4,0,1
C03955,2025-12-07 02:29:00,Deposit,Regular,T01,General,0.95,5,2,2
C03956,2025-12-07 02:35:00,New Account,Regular,T05,General,0.92,26,34,2
C03957,2025-12-07 02:37:00,Utility Payment,Regular,T03,General,0.9,7,0,1
C03958,2025-12-07 02:39:00,Deposit,Regular,T01,General,0.95,3,0,2
C03959,2025-12-07 02:40:00,Utility Payment,Senior,T01,General,0.95,5,2,3
C03960,2025-12-07 02:45:00,Loan Inquiry,Senior,T03,General,0.9,18,0,2
C03961,2025-12-07 02:46:00,Deposit,Regular,T05,General,0.92,5,49,3
C03962,2025-12-07 02:48:00,Withdrawal,Regular,T03,General,0.9,4,15,2
C03963,2025-12-07 02:52:00,Utility Payment,Senior,T05,General,0.92,4,48,2
C03964,2025-12-07 02:52:00,Deposit,Regular,T05,General,0.92,5,52,2
C03965,2025-12-07 02:53:00,Deposit,Regular,T03,General,0.9,6,14,2
C03966,2025-12-07 02:59:00,Withdrawal,Regular,T05,General,0.92,3,50,2
C03967,2025-12-07 03:02:00,New Account,Regular,T01,General,0.95,32,0,2
C03968,2025-12-07 03:10:00,Deposit,Regular,T05,General,0.92,5,42,3
C03969,2025-12-07 03:13:00,Deposit,Regular,T05,General,0.92,4,44,2
C03970,2025-12-07 03:19:00,Deposit,Regular,T03,General,0.9,6,0,2
C03971,2025-12-07 03:23:00,Utility Payment,Regular,T05,General,0.92,5,38,3
C03972,2025-12-07 03:23:00,Loan Inquiry,Regular,T03,General,0.9,18,2,3
C03973,2025-12-07 03:24:00,Withdrawal,Senior,T05,General,0.92,4,42,3
C03974,2025-12-07 03:25:00,Deposit,Senior,T02,Accounts,0.85,5,0,3
C03975,2025-12-07 03:28:00,Deposit,Regular,T04,Loans,0.8,6,0,4
C03976,2025-12-07 03:28:00,Withdrawal,Regular,T05,General,0.92,3,42,5
C03977,2025-12-07 03:29:00,Deposit,Regular,T03,General,0.9,4,14,5
C03978,2025-12-07 03:30:00,Withdrawal,Regular,T01,General,0.95,2,4,4
C03979,2025-12-07 03:36:00,Utility Payment,VIP,T03,General,0.9,4,11,2
C03980,2025-12-07 03:38:00,Loan Inquiry,Regular,T01,General,0.95,21,0,2
C03981,2025-12-07 03:45:00,Withdrawal,Regular,T01,General,0.95,4,14,3
C03982,2025-12-07 03:48:00,Loan Inquiry,Regular,T01,General,0.95,23,15,3
C03983,2025-12-07 03:49:00,Deposit,Regular,T01,General,0.95,4,37,3
C03984,2025-12-07 03:52:00,New Account,Regular,T02,Accounts,0.85,24,0,2
